9362	CPNE6	copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]										
2299	FOXI1	forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]										
63928	CHP2	calcineurin like EF-hand protein 2 [Source:HGNC Symbol;Acc:HGNC:24927]										
159296	NKX2-3	NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]										
256764	WDR72	WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]										
339535	LINC01139	long intergenic non-protein coding RNA 1139 [Source:HGNC Symbol;Acc:HGNC:27924]										
442425	FOXB2	forkhead box B2 [Source:HGNC Symbol;Acc:HGNC:23315]										
84985	FAM83A	family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]										
344191	EVX2	even-skipped homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3507]										
5455	POU3F3	POU class 3 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9216]										
149708	WFDC5	WAP four-disulfide core domain 5 [Source:HGNC Symbol;Acc:HGNC:20477]										
26223	FBXL21P	"F-box and leucine rich repeat protein 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:13600]"										
169693	TMEM252	transmembrane protein 252 [Source:HGNC Symbol;Acc:HGNC:28537]										
51702	PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]										
143379	C10orf82	chromosome 10 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:28500]										
100131897	INSYN2B	inhibitory synaptic factor family member 2B [Source:HGNC Symbol;Acc:HGNC:37271]										
653579	CD177P1	CD177 molecule pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34508]										
